Participant,Question,TTFF_feb,TTFF_answers,Dwell_feb,Dwell_answers,Dwell_ratio_feb,Transitions,Transitions_per_sec,Sequence_length,First_AOI,Irrelevant_Ratio
Participant52,8,7796,4621,3276.326338289673,3893.934871425674,0.20707409545504188,24,1.516875237011756,25,question,0.052339123282908094
