t,x,y
364686,0.5957,0.1186
364891,0.5498,0.117
365109,0.3501,0.1439
365355,0.3743,0.1364
365539,0.4411,0.1687
365759,0.4616,0.1683
365942,0.5035,0.1614
366184,0.4037,0.1708
366359,0.5304,0.1982
366567,0.5587,0.2147
366826,0.6199,0.1006
367117,0.5607,0.0959
367351,0.5267,0.0893
367601,0.5944,0.0792
367784,0.6084,0.0966
368084,0.6545,0.1055
368684,0.5339,0.11
368817,0.5437,0.1291
369134,0.5645,0.2754
369526,0.5556,0.5516
369726,0.5371,0.6767
369976,0.5642,0.66
370159,0.4221,0.5353
370392,0.4189,0.3299
370642,0.3466,0.3189
371291,0.3901,0.4262
371401,0.3923,0.4355
371517,0.3908,0.4145
371701,0.3861,0.3262
372634,0.5838,0.1195
372767,0.5878,0.1198
373059,0.6733,0.3004
373226,0.6005,0.652
373384,0.5819,0.1717
373801,0.6737,0.1914
373992,0.6787,0.1123
374167,0.6107,0.5878
374442,0.6398,0.6105
374717,0.6481,0.576
374976,0.6497,0.526
375242,0.6527,0.5482
375734,0.6305,0.3519
375901,0.6337,0.3725
376417,0.5767,0.3603
376626,0.4391,0.3845
376834,0.4376,0.3754
377151,0.6232,0.37
377484,0.5587,0.7101
377709,0.5105,0.8381
377926,0.5121,0.8295
378326,0.5252,0.4067
378809,0.4246,0.3711
378951,0.5348,0.3857
379126,0.6282,0.3706
379401,0.5479,0.8082
379634,0.5387,0.7369
379792,0.5378,0.8648
380217,0.5436,0.8079
380499,0.538,0.8998
380792,0.5638,0.3988
381034,0.4144,0.3554
381442,0.6271,0.3631
381642,0.6035,0.3713
381892,0.6128,0.313
382192,0.6167,0.589
382409,0.6491,0.5614
383434,0.6981,0.2607
383534,0.6332,0.3629
384367,0.4298,0.359
384501,0.4228,0.3384
384851,0.53,0.1123
385351,0.6232,0.8007
385501,0.5445,0.7994
385759,0.5408,0.8174
385867,0.5377,0.9596
386267,0.5399,0.7442
386626,0.543,0.9777
