t,x,y
346601,0.5408,0.0859
346759,0.4943,0.1345
346909,0.389,0.163
347142,0.4191,0.1742
347367,0.4822,0.2056
347617,0.5068,0.2088
347817,0.5471,0.2177
348117,0.5836,0.227
348384,0.6178,0.1195
348834,0.5555,0.3144
349026,0.5651,0.4973
349251,0.5148,0.8102
349517,0.5397,0.6508
349876,0.5639,0.5994
350151,0.5292,0.6114
350384,0.4731,0.6318
350692,0.4941,0.6189
350792,0.4935,0.6269
351034,0.5163,0.6144
351301,0.5511,0.6043
351751,0.572,0.5966
351884,0.6032,0.5862
352251,0.631,0.5832
352592,0.6701,0.5796
352784,0.6355,0.5809
352934,0.4582,0.6148
353292,0.4944,0.6045
353451,0.4947,0.5918
353626,0.5534,0.5934
353931,0.5303,0.5863
354301,0.5487,0.5662
355309,0.546,0.5092
355759,0.5438,0.5773
356376,0.5341,0.754
356576,0.5464,0.6994
356776,0.5367,0.4528
357092,0.4992,0.4539
357217,0.4336,0.4952
357592,0.5099,0.496
357859,0.545,0.1702
357967,0.5571,0.1218
358301,0.4741,0.1259
358576,0.5397,0.1063
358892,0.5579,0.1191
359059,0.5119,0.453
359259,0.5357,0.4251
359726,0.4407,0.4787
359917,0.5333,0.7609
360467,0.5225,0.7329
360717,0.5214,0.842
361284,0.5307,0.8715
361531,0.5329,0.7159
361826,0.5207,0.4334
362201,0.4483,0.4063
362467,0.4528,0.4122
362626,0.5279,0.4294
362809,0.5338,0.4197
363076,0.5118,0.7531
363251,0.5065,0.7989
363859,0.5454,0.9503
364259,0.5813,0.3922
364592,0.5957,0.1186
