Participant,Question,TTFF_2012,TTFF_answers,Dwell_2012,Dwell_answers,Dwell_ratio_2012,Transitions,Transitions_per_sec,Sequence_length,First_AOI,Irrelevant_Ratio
Participant52,11,5.154,13.054,2769.4617984090783,3632.4220392724037,0.14730396247056424,29,1.5424711451518538,30,question,0.3517349329080986
