t,x,y
193151,0.4899,0.7967
193394,0.5003,0.3722
193627,0.4916,0.2019
193885,0.4145,0.1698
194219,0.5558,0.1818
194602,0.6028,0.2019
194850,0.5664,0.6563
195290,0.4364,0.2106
195527,0.3924,0.1714
195769,0.3743,0.175
196252,0.4247,0.174
196644,0.4708,0.178
196885,0.3916,0.1753
197202,0.4291,0.1847
197385,0.4985,0.1755
197744,0.5799,0.1793
197994,0.6209,0.1765
198227,0.5706,0.177
198460,0.4203,0.1759
198835,0.4894,0.1746
199069,0.5732,0.173
199344,0.4875,0.2852
199510,0.4771,0.223
199960,0.5038,0.7122
200227,0.4784,0.7068
200444,0.4758,0.3999
200827,0.4603,0.6376
201252,0.4817,0.931
201444,0.476,0.8464
201794,0.3742,0.4976
202344,0.472,0.2279
202702,0.4824,0.1693
202952,0.5323,0.1747
203119,0.5665,0.1754
203402,0.3956,0.5162
203735,0.3802,0.5035
204069,0.5492,0.6291
204452,0.4684,0.3947
204610,0.4547,0.2491
204902,0.3611,0.2708
205135,0.3443,0.3007
205310,0.3401,0.363
205510,0.3427,0.4136
205794,0.5506,0.6426
206102,0.5848,0.59
206335,0.4668,0.5696
206506,0.3451,0.3601
206785,0.3444,0.3047
207010,0.488,0.1652
207235,0.5404,0.1744
207502,0.4372,0.1794
207735,0.389,0.1838
208044,0.4588,0.3546
208344,0.465,0.5946
208819,0.4973,0.8623
209060,0.4821,0.8337
209314,0.4954,0.8412
209760,0.4905,0.8956
210327,0.4827,0.9329
210885,0.5527,0.6604
211527,0.6466,0.7017
211710,0.4887,0.7396
211985,0.4835,0.9071
212544,0.5069,0.8648
212685,0.6888,0.8076
212927,0.4893,0.8961
213077,0.6549,0.713
213260,0.4901,0.7063
