regionid,fixation_count,dwell_time,mean_duration
1,0,0.0,0.0
2,0,0.0,0.0
3,0,0.0,0.0
4,0,0.0,0.0
5,0,0.0,0.0
6,1,292.0,292.0
7,0,0.0,0.0
8,4,1099.0,274.75
9,8,2058.0,257.25
10,6,1684.0,280.6666666666667
11,2,733.0,366.5
12,0,0.0,0.0
13,0,0.0,0.0
14,9,2992.0,332.44444444444446
15,7,1958.0,279.7142857142857
16,1,308.0,308.0
17,2,700.0,350.0
18,0,0.0,0.0
19,0,0.0,0.0
20,2,625.0,312.5
21,3,825.0,275.0
22,1,383.0,383.0
23,0,0.0,0.0
24,0,0.0,0.0
25,0,0.0,0.0
26,0,0.0,0.0
27,0,0.0,0.0
28,9,2125.0,236.11111111111111
29,0,0.0,0.0
30,0,0.0,0.0
31,0,0.0,0.0
32,0,0.0,0.0
33,1,133.0,133.0
34,3,942.0,314.0
35,0,0.0,0.0
36,0,0.0,0.0
