from_region,2,5,8,9,10,12,15,21,22,23,28,29,34
2,0,0,1,0,0,0,0,0,0,0,0,0,0
8,0,0,2,1,0,0,0,0,0,0,1,0,0
9,0,1,1,1,3,0,0,1,0,0,0,0,0
10,1,0,0,2,1,1,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,1,0
15,0,0,0,2,0,0,1,0,0,0,0,0,0
21,0,0,0,0,0,0,2,2,0,0,0,0,0
22,0,0,0,1,0,0,0,1,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,1
28,0,0,0,0,0,0,0,0,1,1,3,0,1
29,0,0,0,0,0,0,0,0,0,0,1,0,0
34,0,0,0,0,1,0,0,0,0,0,1,0,2
