answers,background,computer,question,retail,search_portal,social_network,software,Participant,Question
0,0,0,0,0,3,1,0,Participant20,1
0,0,1,2,0,4,0,0,Participant20,1
1,0,0,0,0,1,0,0,Participant20,1
0,1,0,0,0,2,0,0,Participant20,1
1,0,1,0,0,0,0,0,Participant20,1
0,5,0,1,1,0,0,5,Participant20,1
1,0,0,0,0,0,0,0,Participant20,1
1,0,0,0,1,3,0,0,Participant20,1
