t,x,y
138267,0.4127,0.3101
138507,0.4414,0.2644
138723,0.4466,0.237
138915,0.3724,0.1511
139094,0.4133,0.1493
139254,0.4422,0.1479
139540,0.4585,0.1426
139765,0.4874,0.1396
139948,0.5091,0.1447
140115,0.5281,0.1447
140273,0.5468,0.1474
140440,0.5752,0.1459
140698,0.6081,0.1465
140923,0.6369,0.1472
141207,0.6513,0.1476
141373,0.6617,0.1471
141657,0.5103,0.1632
142015,0.445,0.2248
142207,0.4247,0.2245
142415,0.4869,0.3353
142690,0.5517,0.3734
143023,0.4863,0.52
143173,0.482,0.5449
143282,0.5326,0.5438
143682,0.5074,0.7321
143857,0.4954,0.7324
143982,0.504,0.4309
144262,0.5192,0.4877
144430,0.4643,0.2282
144665,0.4376,0.2292
144848,0.4779,0.2289
144982,0.5409,0.2303
145190,0.5232,0.481
145348,0.5235,0.5454
145740,0.4995,0.7699
146140,0.4935,0.8217
146307,0.4966,0.8858
146515,0.4915,0.8387
146723,0.4898,0.8105
147248,0.4947,0.6847
147507,0.4959,0.7093
147707,0.5074,0.557
148023,0.4595,0.4581
148282,0.4965,0.8838
148470,0.5026,0.9031
148882,0.5128,0.4508
149107,0.5468,0.4258
149332,0.5116,0.4246
149590,0.4948,0.8651
149982,0.5327,0.3923
150232,0.4381,0.1631
150440,0.4758,0.1523
150615,0.5002,0.1507
150857,0.5306,0.1514
151182,0.4283,0.1467
151490,0.4459,0.147
151773,0.512,0.969
151915,0.5013,0.9248
152215,0.4818,0.914
152478,0.4993,0.8868
152832,0.5027,0.9163
153482,0.4882,0.8866
153782,0.6287,0.8436
153957,0.5056,0.7778
154248,0.5114,0.4121
154448,0.537,0.4105
154623,0.4912,0.3949
154965,0.497,0.2314
155148,0.557,0.2328
155357,0.4305,0.2313
