answers,background,city_left,city_right,legend,question,seoul,y_axis,Participant,Question
0,3,0,2,0,0,1,0,Participant2,7
2,0,0,1,1,3,0,0,Participant2,7
0,0,0,0,0,0,3,1,Participant2,7
3,2,1,0,1,2,1,0,Participant2,7
0,1,0,2,0,0,0,0,Participant2,7
1,1,0,3,1,0,0,0,Participant2,7
1,0,2,2,0,0,0,1,Participant2,7
0,0,1,0,0,0,1,0,Participant2,7
