t,x,y
76494,0.6199,0.4916
76866,0.4907,0.4526
77083,0.3739,0.2725
77333,0.3802,0.2067
77616,0.3568,0.1652
78108,0.3957,0.1724
78300,0.3629,0.1784
78525,0.3914,0.1843
78800,0.4464,0.1843
79058,0.4315,0.1878
79258,0.4834,0.1847
79491,0.5277,0.1846
79833,0.5943,0.1888
80025,0.5785,0.1909
80358,0.4881,0.3105
80516,0.375,0.2054
80850,0.4211,0.1826
81066,0.4674,0.1785
81308,0.522,0.1764
81522,0.3785,0.2681
81930,0.3933,0.2361
82425,0.4065,0.2823
82641,0.3829,0.2585
83008,0.5419,0.2799
83558,0.539,0.3375
83808,0.5763,0.3426
84191,0.5354,0.2017
84450,0.394,0.2216
84558,0.386,0.2019
84750,0.3549,0.1998
84966,0.525,0.4198
85258,0.5374,0.4002
85666,0.4553,0.7374
85898,0.4848,0.7322
86225,0.4434,0.7214
86641,0.4902,0.7236
87250,0.4655,0.7903
87925,0.4738,0.3972
88458,0.5129,0.7164
88808,0.4848,0.7419
89225,0.4653,0.8325
89425,0.477,0.8189
89683,0.4604,0.8046
90391,0.4828,0.794
90841,0.4742,0.7705
91408,0.4838,0.786
