t,x,y
217206,0.4821,0.7417
217558,0.4372,0.3121
217683,0.3903,0.2646
217842,0.438,0.2641
218083,0.492,0.2626
218608,0.5384,0.2606
219025,0.4857,0.4466
219325,0.5345,0.6318
219525,0.5066,0.2117
219682,0.5236,0.1778
219983,0.4091,0.1878
220158,0.3541,0.1939
220417,0.3911,0.1922
220608,0.3565,0.2003
220930,0.3813,0.1962
221150,0.4466,0.1944
221508,0.5036,0.1921
221808,0.5536,0.2065
222067,0.5106,0.2045
222325,0.5601,0.1995
222992,0.5917,0.198
223266,0.6256,0.2012
223600,0.5853,0.2007
223933,0.6228,0.1998
224425,0.4234,0.2233
224650,0.4596,0.2174
224874,0.5249,0.2154
225083,0.5069,0.2232
225216,0.4903,0.4448
227191,0.5506,0.6544
227508,0.4691,0.8185
228966,0.3894,0.3052
229133,0.3432,0.2584
229666,0.3603,0.2177
230041,0.3457,0.2916
230491,0.3681,0.2296
231675,0.343,0.3127
233142,0.3334,0.2739
234100,0.3553,0.3378
234342,0.3408,0.289
234517,0.3587,0.2836
