answers,background,city_left,city_right,legend,question,seoul,y_axis,Participant,Question
0,0,0,3,1,0,0,0,Participant4,7
0,0,0,1,0,1,0,2,Participant4,7
0,1,0,2,0,2,2,0,Participant4,7
0,1,2,0,1,1,6,0,Participant4,7
0,0,0,2,0,1,0,0,Participant4,7
2,0,0,3,0,0,0,0,Participant4,7
1,2,3,1,1,0,0,1,Participant4,7
0,0,2,0,0,0,1,0,Participant4,7
