regionid,fixation_count,dwell_time,mean_duration
1,0,0.0,0.0
2,1,100.0,100.0
3,3,492.0,164.0
4,3,617.0,205.66666666666666
5,0,0.0,0.0
6,0,0.0,0.0
7,3,683.0,227.66666666666666
8,1,208.0,208.0
9,10,1792.0,179.2
10,8,1524.0,190.5
11,8,2042.0,255.25
12,0,0.0,0.0
13,0,0.0,0.0
14,9,2183.0,242.55555555555554
15,11,3117.0,283.3636363636364
16,0,0.0,0.0
17,1,300.0,300.0
18,1,233.0,233.0
19,0,0.0,0.0
20,4,975.0,243.75
21,7,1600.0,228.57142857142858
22,3,500.0,166.66666666666666
23,0,0.0,0.0
24,0,0.0,0.0
25,0,0.0,0.0
26,0,0.0,0.0
27,6,1658.0,276.3333333333333
28,4,833.0,208.25
29,0,0.0,0.0
30,0,0.0,0.0
31,0,0.0,0.0
32,0,0.0,0.0
33,2,333.0,166.5
34,1,150.0,150.0
35,0,0.0,0.0
36,0,0.0,0.0
