from_region,2,3,4,5,8,9,21,22,27,28,34
2,0,2,0,0,0,0,0,0,0,0,0
3,2,0,1,0,0,0,0,0,0,0,0
4,0,0,3,2,0,0,1,0,0,0,0
5,0,0,1,1,1,0,0,0,0,0,0
8,0,0,1,0,2,1,1,0,1,0,0
9,0,1,0,0,1,0,0,0,0,1,0
15,0,0,0,0,0,1,0,0,0,0,0
21,0,0,0,0,2,1,3,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,1
27,0,0,0,0,0,0,1,0,0,1,0
28,0,0,0,0,0,0,0,1,1,0,0
34,0,0,0,0,0,0,0,0,0,1,0
