answers,background,city_left,city_right,legend,question,seoul,y_axis,Participant,Question
0,0,1,1,0,0,1,0,Participant8,7
0,0,0,2,2,0,1,0,Participant8,7
0,0,0,0,0,0,5,1,Participant8,7
0,1,0,0,0,1,2,0,Participant8,7
0,0,0,1,0,1,0,0,Participant8,7
1,1,0,0,0,0,0,0,Participant8,7
2,3,3,0,0,0,0,3,Participant8,7
0,0,2,0,0,0,2,0,Participant8,7
