t,x,y
376210,0.5706,0.3386
376354,0.5172,0.4164
376621,0.4727,0.2031
376776,0.4138,0.142
376946,0.34,0.0794
377112,0.3564,0.0965
377221,0.3852,0.0955
377496,0.4171,0.0931
377646,0.4461,0.1001
377968,0.4667,0.0978
378071,0.4978,0.1041
378387,0.5307,0.1127
378712,0.5432,0.105
378887,0.56,0.1059
379176,0.6034,0.1003
379446,0.577,0.0959
379671,0.5574,0.0998
379887,0.6044,0.0988
380184,0.6533,0.1002
380504,0.4659,0.1229
380779,0.4895,0.1233
381037,0.5248,0.1279
381176,0.5127,0.4378
381446,0.5135,0.2587
381804,0.4419,0.1356
381946,0.412,0.0949
382221,0.4295,0.0942
382487,0.5016,0.2939
382960,0.4814,0.1527
383262,0.5562,0.3713
383496,0.6124,0.2823
384087,0.6227,0.2633
384571,0.6142,0.2929
385046,0.6213,0.2771
385212,0.5804,0.1506
385379,0.5346,0.1205
385562,0.525,0.1075
385679,0.4629,0.1031
385921,0.3787,0.1088
386137,0.4228,0.1062
386262,0.5839,0.1064
386504,0.6327,0.1034
386821,0.4993,0.1264
387192,0.6274,0.3123
387392,0.6212,0.297
387896,0.507,0.3851
388004,0.5281,0.3536
388246,0.5658,0.313
388379,0.617,0.3027
388979,0.6172,0.2731
389212,0.6193,0.3136
389512,0.5679,0.316
389879,0.559,0.4658
390146,0.6231,0.3546
390304,0.6234,0.3309
390504,0.5533,0.4093
391071,0.5789,0.4318
391376,0.5814,0.4779
391629,0.5951,0.4932
391937,0.5799,0.3975
392337,0.5519,0.7245
392521,0.4984,0.7552
394096,0.503,0.8385
394237,0.5016,0.8077
394471,0.5084,0.9058
394720,0.4966,0.7941
394992,0.4932,0.8777
395360,0.4938,0.7297
