answers,background,city_left,city_right,legend,question,seoul,y_axis,Participant,Question
0,1,1,0,0,0,1,0,Participant23,7
0,0,0,1,1,0,0,2,Participant23,7
0,0,0,0,0,0,2,1,Participant23,7
0,0,0,0,0,0,3,0,Participant23,7
0,1,0,0,0,0,1,0,Participant23,7
0,0,0,0,1,0,0,0,Participant23,7
0,1,2,0,0,1,0,4,Participant23,7
3,1,0,1,0,0,2,0,Participant23,7
