t,x,y
225526,0.5185,0.1934
225752,0.5025,0.1856
225969,0.526,0.194
226136,0.5505,0.1966
226361,0.3926,0.1062
226461,0.3626,0.1122
226594,0.4143,0.1233
226794,0.4886,0.1186
226969,0.5364,0.11
227152,0.6009,0.1206
227319,0.6409,0.122
227586,0.524,0.1508
227786,0.5123,0.1827
227961,0.538,0.1846
228177,0.5648,0.183
228402,0.4643,0.212
228544,0.4228,0.2285
228844,0.4045,0.2541
228977,0.4913,0.1684
229111,0.4803,0.1781
229327,0.4926,0.1818
229461,0.4994,0.1288
229627,0.5435,0.1153
229902,0.5819,0.1077
230119,0.613,0.1159
230261,0.6446,0.1193
230577,0.4296,0.1102
230786,0.4725,0.1171
231077,0.4475,0.2224
231244,0.416,0.24
231552,0.5,0.1946
231761,0.5062,0.5665
232061,0.4902,0.587
232319,0.4879,0.3949
232452,0.4908,0.3035
232902,0.4928,0.28
233602,0.4381,0.2923
233811,0.4188,0.2911
234227,0.4837,0.2749
234494,0.5003,0.7376
234826,0.5014,0.6793
235136,0.4979,0.7945
235402,0.5012,0.7692
235552,0.4888,0.3549
235769,0.5053,0.6627
235986,0.5028,0.7518
236336,0.5045,0.7889
236577,0.5069,0.7585
236711,0.5084,0.7185
237244,0.5072,0.2459
237402,0.493,0.2763
237869,0.4323,0.2786
238027,0.4104,0.2776
238736,0.5296,0.8118
238869,0.504,0.8106
239302,0.506,0.779
239536,0.4253,0.3186
239669,0.4095,0.3008
239861,0.4181,0.2642
240336,0.4996,0.7246
240561,0.5113,0.7367
240761,0.5078,0.7799
240936,0.5134,0.73
241077,0.5147,0.7055
241427,0.5124,0.6885
241586,0.5066,0.8885
242019,0.4956,0.881
242244,0.5135,0.2999
242602,0.4892,0.2062
