t,x,y
62711,0.5099,0.7904
62845,0.496,0.504
63036,0.4358,0.2018
63186,0.4114,0.1827
63311,0.3952,0.1396
63553,0.4735,0.1452
63884,0.5543,0.1436
64145,0.5964,0.1445
64370,0.5041,0.1855
64511,0.4699,0.1983
64803,0.4546,0.2175
64995,0.5087,0.6035
65195,0.5258,0.6178
65361,0.474,0.541
65536,0.479,0.5819
65795,0.4715,0.2588
66145,0.4051,0.2646
66378,0.4736,0.6158
66528,0.4656,0.6
67053,0.4798,0.6289
67178,0.4131,0.5868
67578,0.3914,0.4719
67811,0.3799,0.2454
68061,0.3745,0.3072
68228,0.3928,0.3249
68470,0.3708,0.3756
68620,0.4745,0.6589
69052,0.4593,0.3856
69220,0.48,0.5948
69468,0.4687,0.5918
69678,0.4677,0.3308
70011,0.469,0.26
70203,0.4971,0.7058
70553,0.4966,0.7564
71103,0.5034,0.7918
71686,0.4755,0.3995
72220,0.5121,0.4036
72395,0.4689,0.391
72578,0.4626,0.2717
