t,x,y
387042,0.543,0.9777
387151,0.6453,0.6833
387355,0.5567,0.3844
387576,0.5338,0.1245
387717,0.4907,0.1166
388317,0.4361,0.1993
388567,0.481,0.2092
388901,0.5348,0.2056
389351,0.5587,0.2097
390026,0.6151,0.1023
390259,0.6395,0.1119
390559,0.6727,0.1135
390759,0.686,0.1156
391317,0.5975,0.3756
391467,0.6374,0.3879
392034,0.4163,0.4808
392159,0.4253,0.4407
392634,0.418,0.5207
393117,0.474,0.132
393267,0.4217,0.3203
393384,0.3675,0.3738
394059,0.3868,0.3757
394301,0.3819,0.3397
394509,0.4131,0.3373
394992,0.4772,0.2021
395459,0.5778,0.1008
395692,0.5534,0.1063
396026,0.5851,0.1033
396234,0.6243,0.0979
396501,0.6529,0.1
396967,0.5258,0.105
397226,0.5058,0.1021
397401,0.4064,0.4155
397642,0.4251,0.5125
398742,0.6508,0.4034
398992,0.6331,0.4567
399201,0.5777,0.7985
399359,0.5414,0.8088
399917,0.6265,0.4682
400292,0.6538,0.3989
400717,0.6523,0.3772
400984,0.6788,0.3173
401642,0.6227,0.3776
401826,0.6265,0.4738
402342,0.6248,0.1037
402534,0.657,0.1092
403059,0.6495,0.4004
403367,0.5949,0.8191
403509,0.5462,0.8063
403776,0.5469,0.7786
404651,0.5456,0.6554
404842,0.6407,0.3867
405509,0.6115,0.5223
406267,0.6275,0.4228
406491,0.619,0.5321
406992,0.5989,0.2511
407409,0.5115,0.1158
407634,0.6088,0.5742
407942,0.6107,0.6185
410667,0.6582,0.3372
410917,0.6634,0.4115
411242,0.6102,0.3988
411492,0.5831,0.583
411751,0.5992,0.4716
411867,0.5985,0.4304
412792,0.6009,0.4012
413376,0.5594,0.7965
413942,0.546,0.7926
414151,0.5421,0.8549
414459,0.5494,0.7781
414917,0.6066,0.4955
416242,0.5334,0.7952
416451,0.5455,0.7565
416992,0.5518,0.8608
417724,0.5478,0.891
418359,0.5477,0.755
418609,0.6272,0.474
418717,0.6182,0.456
419201,0.6147,0.4015
420284,0.5935,0.432
