t,x,y
123629,0.4972,0.6723
124052,0.454,0.1723
124152,0.448,0.1123
124343,0.3889,0.0992
124518,0.4216,0.1046
124710,0.4542,0.1045
124910,0.4823,0.1068
125068,0.5054,0.1061
125252,0.5305,0.106
125402,0.5556,0.1094
125602,0.5798,0.1053
125727,0.6142,0.1137
125902,0.6265,0.1149
126052,0.479,0.1438
126268,0.4761,0.189
126435,0.4765,0.3705
126552,0.4687,0.5034
126677,0.4737,0.5415
127010,0.4203,0.2946
127185,0.4009,0.2874
127310,0.3699,0.2983
127460,0.3742,0.3691
127743,0.3771,0.2685
127952,0.38,0.2259
128185,0.5582,0.5947
128510,0.5824,0.6007
128727,0.5332,0.4844
129010,0.4668,0.3013
129168,0.4658,0.502
129277,0.4806,0.5565
129693,0.5002,0.6772
129918,0.4961,0.697
130018,0.498,0.7265
130243,0.4914,0.8137
130360,0.495,0.7853
130685,0.4903,0.8209
131060,0.4918,0.8638
131268,0.4624,0.3215
