from_region,7,8,9,10,11,14,15,20,21,23,27,29,33
7,0,1,0,0,0,0,0,0,0,0,0,0,0
8,0,9,3,1,0,1,0,0,1,0,2,0,0
9,0,1,5,5,0,0,0,0,1,0,0,0,0
10,1,0,2,6,2,0,0,2,0,0,0,0,0
11,0,0,1,0,2,0,0,0,0,0,0,1,0
14,0,2,1,0,0,1,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,1,0,0,0,0
20,0,1,0,1,0,0,1,1,1,0,0,0,0
21,0,0,0,0,0,1,0,1,4,0,1,0,1
22,0,1,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,1,0,0,0,0,0
27,0,2,0,0,0,1,0,0,0,0,5,0,0
29,0,0,0,0,0,0,0,0,0,1,0,1,0
