t,x,y
212232,0.5441,0.164
212344,0.4815,0.1184
212602,0.4005,0.1195
212836,0.3768,0.0981
213002,0.395,0.0939
213111,0.4312,0.1177
213269,0.4642,0.1191
213444,0.5044,0.1182
213644,0.5294,0.114
213969,0.5553,0.113
214169,0.5954,0.1243
214328,0.4878,0.1604
214561,0.5086,0.1646
214778,0.5589,0.1644
214969,0.5894,0.1647
215203,0.5026,0.4005
215486,0.4799,0.5466
215719,0.4113,0.2577
215903,0.3923,0.236
216144,0.5198,0.6316
216402,0.5076,0.507
216652,0.5525,0.1366
217036,0.5171,0.5361
217594,0.5521,0.5353
217802,0.5003,0.5266
218161,0.4822,0.5263
218444,0.4958,0.5161
218619,0.5028,0.4831
218794,0.5055,0.3916
218952,0.4963,0.424
219211,0.5116,0.3866
219411,0.5121,0.4959
219544,0.5374,0.1224
219827,0.5857,0.1536
220169,0.5935,0.1057
220352,0.5046,0.5004
220794,0.5059,0.3965
220961,0.4622,0.3877
221094,0.4326,0.3769
221344,0.4949,0.3663
221494,0.5067,0.3724
221719,0.5017,0.6719
222002,0.488,0.7128
222250,0.4962,0.6517
222661,0.4899,0.7475
222861,0.4883,0.7999
223086,0.4879,0.754
223244,0.4986,0.7822
223461,0.5243,0.2762
223677,0.5376,0.302
223827,0.516,0.3664
224077,0.4479,0.3598
224177,0.4293,0.3549
224494,0.4799,0.8669
224682,0.5046,0.8822
225136,0.5185,0.1934
