t,x,y
114514,0.6502,0.5545
114743,0.5578,0.5343
114943,0.5206,0.3243
115177,0.4103,0.1619
115360,0.4615,0.1536
115527,0.4906,0.1553
115685,0.525,0.1594
115893,0.5491,0.1606
116102,0.5766,0.1588
116285,0.3942,0.1207
116527,0.4181,0.1148
116785,0.4473,0.1127
116960,0.4786,0.1088
117127,0.4965,0.1074
117318,0.5197,0.1068
117443,0.5466,0.1084
117702,0.6003,0.1134
117902,0.625,0.1148
118077,0.5769,0.4119
118318,0.3999,0.1366
118452,0.4391,0.1508
118552,0.4293,0.1243
118685,0.4529,0.1121
118960,0.4244,0.113
119210,0.4149,0.1113
120118,0.5488,0.3572
120302,0.5625,0.3346
120410,0.5542,0.306
120710,0.5586,0.3288
120935,0.5524,0.3073
121135,0.496,0.6498
122718,0.4965,0.7615
123227,0.4972,0.6723
