t,x,y
137800,0.519,0.5855
138159,0.5307,0.2472
138325,0.5154,0.2183
138550,0.5935,0.1897
138759,0.6495,0.1868
139134,0.6398,0.2712
139467,0.5712,0.2443
139634,0.5851,0.2181
139834,0.6385,0.189
140225,0.5358,0.1939
140575,0.533,0.3963
140867,0.5553,0.1942
141125,0.5056,0.1952
141517,0.4695,0.4611
141700,0.4929,0.4335
142709,0.5847,0.4205
142917,0.5983,0.3011
143100,0.6395,0.3026
143509,0.5174,0.4297
143759,0.5292,0.4192
143917,0.4988,0.4252
144234,0.5716,0.4096
144750,0.5063,0.4268
145259,0.4803,0.4317
145650,0.4627,0.5081
145759,0.505,0.5297
145992,0.4864,0.5467
146292,0.51,0.7101
146649,0.51,0.7757
146784,0.5161,0.746
149684,0.6728,0.6287
149909,0.5019,0.8361
