t,x,y
221811,0.5229,0.5794
222034,0.516,0.3676
222200,0.5273,0.2449
222367,0.5324,0.2174
222575,0.5751,0.1904
222800,0.4621,0.194
223050,0.5207,0.1913
223250,0.5676,0.1978
223900,0.6265,0.2948
224142,0.5317,0.33
224309,0.5623,0.5708
224459,0.5512,0.5499
224634,0.5375,0.526
224925,0.4497,0.5295
225281,0.4392,0.5277
225959,0.4435,0.4255
226167,0.4326,0.3625
226334,0.6519,0.307
226542,0.6429,0.3256
226992,0.6278,0.2707
227109,0.5623,0.1953
227359,0.5031,0.2051
227792,0.4491,0.199
228034,0.5266,0.2004
228350,0.6149,0.1967
228700,0.5052,0.2029
229084,0.5476,0.1946
229575,0.4676,0.4254
229842,0.4569,0.3856
230350,0.6465,0.2823
230559,0.6363,0.3242
230850,0.6238,0.3171
230975,0.6375,0.2926
231725,0.4875,0.3401
232284,0.4177,0.3333
232650,0.4971,0.3289
233617,0.5048,0.3491
233950,0.3684,0.3769
234059,0.3813,0.3797
234617,0.4038,0.3959
234742,0.4853,0.4042
235134,0.3868,0.3972
235650,0.5017,0.3967
236067,0.4575,0.7062
236400,0.4954,0.743
236759,0.4981,0.6704
236984,0.4473,0.4176
237284,0.4583,0.3717
237575,0.4711,0.548
237734,0.6548,0.3203
237950,0.6364,0.2994
238850,0.4659,0.555
239084,0.4755,0.5372
239250,0.3321,0.3544
239384,0.355,0.3152
239917,0.403,0.3288
240275,0.3843,0.3883
240525,0.3779,0.3667
241259,0.4031,0.5418
241492,0.4835,0.4538
241767,0.4618,0.4008
241984,0.4144,0.3557
242241,0.4375,0.3659
242525,0.3845,0.3508
242900,0.4472,0.4678
243734,0.4357,0.4646
243865,0.4368,0.3994
244100,0.4318,0.3815
244297,0.3771,0.365
244634,0.4179,0.3778
245117,0.3799,0.367
245459,0.3985,0.369
246217,0.3874,0.3799
246859,0.4803,0.7209
247142,0.497,0.7535
247334,0.4977,0.7024
247759,0.6442,0.1874
247905,0.6811,0.1523
248125,0.515,0.7937
248659,0.5191,0.2765
