answers,background,city_left,city_right,legend,question,seoul,y_axis,Participant,Question
0,0,0,1,0,0,1,1,Participant25,7
1,0,0,1,1,0,1,0,Participant25,7
0,1,0,0,0,0,0,1,Participant25,7
0,1,0,0,0,0,3,0,Participant25,7
0,1,0,0,0,0,1,0,Participant25,7
0,0,1,0,0,0,0,0,Participant25,7
0,0,1,2,1,1,0,3,Participant25,7
2,1,0,0,0,0,2,0,Participant25,7
