t,x,y
54709,0.3881,0.0934
54745,0.3715,0.0948
55020,0.4991,0.6728
55562,0.509,0.623
55787,0.4233,0.2882
56037,0.3813,0.3244
56278,0.3807,0.371
56820,0.3853,0.3408
57628,0.4592,0.2205
57870,0.507,0.2038
58128,0.4598,0.2049
58437,0.4401,0.2145
58720,0.4776,0.2071
59403,0.5085,0.2023
59653,0.5476,0.204
60070,0.5741,0.2024
60428,0.5105,0.5936
60562,0.5092,0.5501
60828,0.4959,0.5428
63195,0.497,0.4331
63412,0.5034,0.41
63653,0.3984,0.4047
63845,0.3869,0.376
63987,0.3817,0.3221
64387,0.4013,0.3806
64578,0.3849,0.2693
64787,0.5003,0.4058
65086,0.4196,0.3988
65362,0.521,0.2114
65587,0.4671,0.2043
65862,0.4958,0.4591
66020,0.492,0.6981
66262,0.4865,0.2013
66437,0.4428,0.1643
66912,0.4978,0.1511
67328,0.5442,0.15
67778,0.4926,0.6148
67962,0.4923,0.7106
68278,0.4856,0.6829
68670,0.4833,0.8009
69103,0.4873,0.6548
69303,0.4848,0.4026
69820,0.4882,0.5188
70070,0.4728,0.5109
70387,0.4816,0.5399
71037,0.4976,0.4221
71237,0.4919,0.4047
71495,0.4241,0.3973
71803,0.5,0.7544
72053,0.4792,0.8426
72278,0.4815,0.7868
72603,0.4767,0.6631
73212,0.5057,0.4136
73494,0.4946,0.4089
73745,0.4703,0.8733
74012,0.485,0.7641
74678,0.4894,0.6666
75053,0.4959,0.8843
75153,0.4826,0.8805
75328,0.4905,0.8992
75670,0.4692,0.4384
