t,x,y
121401,0.3661,0.0916
121529,0.3909,0.0919
121720,0.4956,0.2931
121950,0.3841,0.1626
122104,0.3433,0.1504
122387,0.3589,0.1412
122637,0.3814,0.1464
123004,0.4337,0.1486
123286,0.4564,0.1495
123510,0.4806,0.1486
123845,0.527,0.1493
124079,0.5619,0.1481
124445,0.6115,0.1491
124779,0.6325,0.139
124942,0.6565,0.1455
125120,0.4288,0.1805
125510,0.4483,0.172
126004,0.4621,0.1682
126404,0.5207,0.1721
126804,0.4441,0.2443
127095,0.4668,0.4559
127820,0.4303,0.5399
128262,0.4199,0.5516
128537,0.4809,0.4481
128945,0.4714,0.4621
129554,0.4,0.4955
129770,0.3842,0.3108
129995,0.3765,0.3443
130312,0.382,0.3116
130654,0.3895,0.1682
130862,0.4954,0.1843
131087,0.514,0.1619
131495,0.5049,0.1999
131695,0.4913,0.2253
131920,0.5499,0.2257
132170,0.5715,0.2218
132345,0.5116,0.2181
132579,0.4352,0.2235
133004,0.4665,0.1768
133370,0.4808,0.1583
133562,0.5348,0.1446
133837,0.5817,0.1436
134012,0.6309,0.1458
134304,0.5543,0.1574
134579,0.5905,0.1507
134845,0.638,0.1495
136129,0.5139,0.1755
136437,0.4425,0.1762
136620,0.5178,0.6326
136854,0.5311,0.6136
137195,0.4669,0.6034
137526,0.4581,0.5223
138104,0.4595,0.1492
138587,0.4472,0.1733
138779,0.5074,0.3773
139045,0.5211,0.3974
139729,0.5045,0.6561
139895,0.4961,0.715
140254,0.4982,0.6945
140445,0.4962,0.7311
141154,0.5517,0.6521
141504,0.4832,0.8298
142137,0.4961,0.7427
142729,0.4863,0.8032
142912,0.4901,0.8278
143170,0.4944,0.7009
143445,0.4994,0.7365
143737,0.3698,0.1928
144137,0.3646,0.2183
144504,0.3506,0.2022
144679,0.3432,0.2276
145012,0.3796,0.231
145412,0.3458,0.1146
145970,0.3483,0.1478
