t,x,y
263748,0.4949,0.3867
264050,0.4895,0.2932
264292,0.5202,0.272
264609,0.5728,0.2492
264841,0.4293,0.2471
265084,0.5077,0.245
265325,0.5083,0.4636
265475,0.5223,0.5756
265875,0.5425,0.3411
266050,0.54,0.2832
266409,0.5502,0.5895
266559,0.559,0.5541
266909,0.5524,0.2419
267217,0.6287,0.1914
267425,0.5545,0.4627
267634,0.5659,0.5139
267992,0.619,0.5013
268300,0.591,0.487
268584,0.4271,0.5542
268950,0.485,0.5573
269457,0.5079,0.5049
269734,0.4979,0.5355
270159,0.4778,0.4647
270334,0.4647,0.4214
270517,0.4223,0.4056
270800,0.501,0.4217
271050,0.4209,0.4084
271592,0.4836,0.7049
271909,0.4839,0.7812
272217,0.481,0.7245
272384,0.4844,0.7783
272600,0.4823,0.6516
273250,0.4852,0.8027
273567,0.4214,0.3703
273775,0.4769,0.5111
273917,0.4885,0.4576
274134,0.4977,0.421
274359,0.4851,0.576
274625,0.5014,0.56
274834,0.4897,0.3842
275059,0.4772,0.7442
275425,0.4905,0.6616
276075,0.5267,0.5034
