t,x,y
161650,0.5155,0.2423
161810,0.4667,0.1342
161985,0.4238,0.1002
162218,0.4884,0.1072
162485,0.448,0.1134
162802,0.5315,0.1068
163110,0.5031,0.112
163327,0.5581,0.1154
163652,0.5805,0.1228
164168,0.5991,0.3227
164766,0.6068,0.2667
165177,0.6073,0.3066
165627,0.5956,0.3163
165910,0.5698,0.359
166285,0.6069,0.3035
166610,0.3863,0.3076
166918,0.3683,0.2706
167185,0.419,0.3024
167768,0.4056,0.2942
168035,0.3764,0.2588
168318,0.3692,0.2454
168618,0.4746,0.1581
169135,0.5208,0.132
169385,0.5284,0.1066
169585,0.5814,0.1237
170085,0.6053,0.3144
170577,0.5535,0.5142
170785,0.5411,0.554
170918,0.417,0.5446
171210,0.4286,0.5287
171460,0.4595,0.5448
171660,0.4413,0.5242
171952,0.4477,0.3721
172152,0.4461,0.3207
173943,0.3919,0.3488
174510,0.4465,0.3469
174860,0.5055,0.6883
175210,0.5095,0.7419
175510,0.5077,0.6393
175860,0.5102,0.7645
176235,0.5108,0.7339
176543,0.5116,0.6624
177002,0.5086,0.8729
177752,0.5099,0.7766
178143,0.5068,0.5955
