answers,background,city_left,city_right,legend,question,seoul,y_axis,Participant,Question
0,0,3,0,1,0,0,1,Participant13,7
0,0,4,3,1,3,0,3,Participant13,7
2,7,0,0,0,0,1,2,Participant13,7
1,0,2,0,0,1,0,0,Participant13,7
0,2,0,0,0,0,0,0,Participant13,7
1,2,0,0,0,0,1,0,Participant13,7
1,0,2,0,0,0,0,0,Participant13,7
0,3,1,1,0,0,1,0,Participant13,7
