from_region,2,3,4,5,8,9,10,11,15,16,17,20,22,27
2,4,2,0,0,0,0,0,0,0,0,0,0,0,0
3,0,1,1,0,0,0,1,0,0,0,0,0,0,0
4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,0,0,1,1,0,0,0,0,0,0,0,0,0
8,0,0,0,0,1,0,0,0,1,0,0,0,0,0
9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,2,4,0,0,0,0,0,1
11,1,0,0,0,0,0,1,0,0,0,2,0,0,0
15,0,0,0,0,0,1,0,0,0,0,0,1,0,0
16,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,1,0,0,0,0,0,0,1
20,0,0,0,0,0,0,0,0,0,0,0,1,1,0
22,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27,0,0,0,0,0,0,1,0,0,1,0,0,0,1
