regionid,fixation_count,dwell_time,mean_duration
1,0,0.0,0.0
2,3,525.0,175.0
3,3,575.0,191.66666666666666
4,3,600.0,200.0
5,2,542.0,271.0
6,1,283.0,283.0
7,0,0.0,0.0
8,4,891.0,222.75
9,5,1725.0,345.0
10,0,0.0,0.0
11,0,0.0,0.0
12,0,0.0,0.0
13,0,0.0,0.0
14,0,0.0,0.0
15,1,125.0,125.0
16,0,0.0,0.0
17,0,0.0,0.0
18,0,0.0,0.0
19,0,0.0,0.0
20,1,258.0,258.0
21,1,308.0,308.0
22,1,300.0,300.0
23,5,967.0,193.4
24,0,0.0,0.0
25,0,0.0,0.0
26,0,0.0,0.0
27,4,791.0,197.75
28,2,709.0,354.5
29,0,0.0,0.0
30,0,0.0,0.0
31,0,0.0,0.0
32,0,0.0,0.0
33,0,0.0,0.0
34,1,492.0,492.0
35,0,0.0,0.0
36,0,0.0,0.0
