t,x,y
98641,0.3889,0.472
98917,0.371,0.3328
99109,0.2529,0.1497
99325,0.2187,0.1221
99609,0.0817,0.1224
99905,0.0575,0.1486
100634,0.3349,0.1638
100825,0.2831,0.1595
101100,0.2122,0.1581
101475,0.1143,0.1526
101809,0.2404,0.1485
102025,0.4174,0.3053
102467,0.3955,0.2986
102700,0.528,0.2695
103234,0.6561,0.2071
103492,0.5986,0.2343
103709,0.4418,0.2247
104042,0.4318,0.1949
104367,0.3552,0.2359
104792,0.4167,0.2348
105067,0.5179,0.2343
105342,0.515,0.1988
105484,0.5366,0.1985
105925,0.6435,0.1869
106150,0.6254,0.1881
106609,0.4786,0.1908
106850,0.536,0.1937
107434,0.4185,0.2426
107609,0.3996,0.2944
107817,0.3824,0.2961
107950,0.4107,0.2308
108200,0.5128,0.2286
108434,0.496,0.2319
108675,0.5433,0.237
108892,0.5147,0.42
109042,0.4392,0.3439
109225,0.3786,0.3009
109425,0.4,0.2946
109700,0.5854,0.2517
109950,0.585,0.4175
110409,0.5862,0.2628
110775,0.6275,0.2503
111034,0.6291,0.2865
111292,0.5894,0.2861
111584,0.5935,0.4465
111809,0.5905,0.5029
112167,0.4985,0.6803
112409,0.5127,0.6656
112750,0.5641,0.37
112892,0.6038,0.4003
113067,0.5791,0.5366
113317,0.5418,0.6533
113442,0.5127,0.6541
113867,0.5757,0.5161
114125,0.5846,0.4728
114309,0.5825,0.4955
114492,0.5846,0.43
114709,0.5734,0.4384
114900,0.4485,0.5884
115059,0.3795,0.5688
115267,0.4872,0.5696
115492,0.5819,0.5693
115675,0.6412,0.5097
115950,0.5803,0.5083
116209,0.5917,0.4057
116400,0.5812,0.4498
117075,0.5787,0.3372
117609,0.5206,0.6174
117792,0.5124,0.6957
118025,0.5137,0.6753
118592,0.6657,0.1868
118759,0.6854,0.1678
119009,0.4351,0.2001
119284,0.3576,0.2109
119492,0.4839,0.7675
119825,0.5018,0.7082
120109,0.4861,0.8078
120492,0.4924,0.7498
120849,0.4987,0.7242
121409,0.4987,0.5205
