t,x,y
325686,0.6122,0.3783
325985,0.4618,0.2564
326152,0.5022,0.2133
326335,0.4109,0.1786
326594,0.3627,0.1807
326952,0.3817,0.2066
327152,0.4568,0.1944
327369,0.5302,0.1907
327660,0.5887,0.1888
327985,0.481,0.1845
328210,0.4379,0.2041
328602,0.4759,0.1986
328910,0.5221,0.2644
329044,0.5279,0.1797
329335,0.4944,0.1873
329652,0.5147,0.2188
329860,0.5653,0.1809
330094,0.5419,0.1877
330319,0.3855,0.3087
330660,0.5723,0.1792
330852,0.6269,0.1726
331069,0.3924,0.1779
331344,0.5179,0.6055
331627,0.5972,0.6044
331894,0.6217,0.5974
332110,0.4681,0.6035
332269,0.6302,0.1878
332502,0.5944,0.1735
332744,0.3912,0.6309
332935,0.412,0.6095
333202,0.4019,0.3284
333427,0.4063,0.3097
333710,0.3776,0.3047
333977,0.4049,0.312
334394,0.4952,0.7649
334686,0.4853,0.7858
334852,0.4875,0.7014
335077,0.3822,0.288
335352,0.4036,0.3075
335869,0.489,0.7989
336307,0.484,0.771
336519,0.4885,0.8551
336911,0.4908,0.8942
337027,0.4891,0.735
337344,0.4889,0.7718
337794,0.3895,0.3757
338011,0.3846,0.2913
338252,0.4019,0.312
338952,0.5317,0.7767
339161,0.3864,0.3417
