t,x,y
46369245,0.1714,0.409
46662606,0.3258,0.4116
48377560,0.3552,0.0391
49920930,0.3676,0.0808
50129263,0.4842,0.4877
50387596,0.4394,0.3786
50554263,0.4671,0.3772
50754263,0.4199,0.0797
51012595,0.3713,0.1025
51145928,0.3511,0.0803
51412595,0.3808,0.0789
51695928,0.4824,0.0859
51970927,0.6044,0.0434
52204261,0.4093,0.1087
52412594,0.4575,0.108
52587594,0.4917,0.1099
52779261,0.5413,0.1044
53137593,0.6058,0.1309
53312593,0.573,0.1465
53487593,0.5659,0.2149
53654260,0.5583,0.2003
53787592,0.5639,0.1731
53962592,0.4006,0.1779
54245925,0.5878,0.147
54520925,0.5727,0.1469
54804258,0.4815,0.6231
55029257,0.5043,0.7582
55170940,0.5002,0.7082
55412635,0.3878,0.5415
55845972,0.4135,0.2572
56020972,0.5107,0.1484
56254305,0.4596,0.2163
56445970,0.3747,0.1739
56662636,0.3989,0.172
56895968,0.3774,0.1832
57095968,0.5776,0.1811
57470967,0.5649,0.2359
57654300,0.567,0.178
57887632,0.4758,0.2178
58062632,0.5556,0.1068
58312630,0.524,0.4372
58504297,0.5781,0.4915
58745962,0.5692,0.5139
59062627,0.4071,0.554
59237627,0.3712,0.5756
59479293,0.4982,0.7582
59787625,0.5,0.7943
59969484,0.5053,0.1956
60204292,0.5488,0.1422
60387625,0.5581,0.0868
60569590,0.628,0.0562
60812624,0.6046,0.0533
60995957,0.5235,0.0587
61329290,0.6462,0.7343
61529290,0.6564,0.7155
61670956,0.507,0.7089
61929290,0.4783,0.2285
62387622,0.4255,0.1199
62820954,0.5132,0.835
63161548,0.5409,0.8066
63387621,0.4779,0.2595
63645953,0.4121,0.1354
63879287,0.4969,0.1203
64412619,0.3936,0.1427
64654286,0.464,0.147
64912618,0.5332,0.1471
65270951,0.6043,0.1157
