t,x,y
233458,0.4693,0.4502
233733,0.4763,0.4125
233899,0.4523,0.2716
234058,0.4216,0.2404
234183,0.4913,0.2694
234441,0.5358,0.283
234724,0.5751,0.2868
235058,0.5383,0.2863
235299,0.579,0.2854
235466,0.624,0.2824
235633,0.6609,0.2836
235941,0.6081,0.6367
236116,0.6192,0.6437
236416,0.5374,0.6315
236624,0.4525,0.6265
236841,0.4157,0.6211
237141,0.4412,0.6178
237583,0.436,0.3638
237758,0.418,0.3435
237983,0.4259,0.258
238133,0.5563,0.3136
238324,0.6225,0.6674
238666,0.6315,0.6423
238900,0.5227,0.338
239091,0.5595,0.3219
239250,0.5807,0.3207
239583,0.4517,0.5368
239783,0.4363,0.6188
240100,0.4394,0.5847
240341,0.4653,0.4144
240550,0.4651,0.3752
240983,0.4412,0.3628
241366,0.5058,0.7394
241716,0.4983,0.7769
242050,0.4997,0.7178
242291,0.5035,0.6972
242525,0.516,0.6984
243200,0.5025,0.8999
243633,0.6172,0.6654
243900,0.6086,0.3245
244066,0.6247,0.2974
244266,0.6548,0.2968
244533,0.5654,0.3254
244716,0.5349,0.3197
245225,0.5846,0.3147
