t,x,y
160201,0.499,0.7208
160451,0.4719,0.3357
160668,0.4553,0.1565
160859,0.4319,0.1654
161001,0.3717,0.0891
161331,0.4033,0.0726
161551,0.4478,0.09
161792,0.489,0.0932
162051,0.5159,0.0969
162184,0.5625,0.1147
162551,0.6041,0.1104
163192,0.4898,0.2123
163342,0.4742,0.1714
163617,0.3991,0.1986
164009,0.4507,0.1962
164291,0.4693,0.1964
164442,0.495,0.5474
164684,0.4975,0.6415
165001,0.4961,0.7012
165167,0.4947,0.7563
165451,0.5023,0.7511
165709,0.534,0.4407
165893,0.5486,0.5587
166134,0.5434,0.5813
166515,0.5712,0.5879
166659,0.567,0.5637
166859,0.6003,0.5651
167026,0.4522,0.5399
167484,0.5823,0.5494
167693,0.612,0.5451
168218,0.6095,0.5523
168659,0.5515,0.1601
168801,0.4605,0.1457
168976,0.4017,0.0847
169159,0.3828,0.0951
169359,0.4201,0.08
169543,0.4604,0.1021
169826,0.4946,0.0912
170093,0.5309,0.0955
170601,0.5567,0.1036
170726,0.5615,0.0829
170859,0.5984,0.0808
171318,0.4681,0.1317
171493,0.4525,0.1472
171809,0.4835,0.1664
171993,0.451,0.1484
172184,0.5183,0.1288
172493,0.5504,0.1266
172951,0.5621,0.0974
173143,0.4835,0.11
173426,0.4554,0.116
173568,0.3989,0.0898
173834,0.3834,0.1028
174259,0.4059,0.0962
174634,0.4889,0.5168
174884,0.4853,0.5433
174993,0.4693,0.5469
175318,0.4668,0.2394
175843,0.4874,0.6993
176084,0.4902,0.6801
176351,0.4929,0.7352
176626,0.4919,0.687
176751,0.491,0.7571
177109,0.5412,0.5099
177268,0.5981,0.5535
177443,0.6169,0.5525
177659,0.5813,0.5815
177801,0.5455,0.5839
178126,0.4784,0.328
178251,0.4876,0.512
178426,0.4855,0.5415
179218,0.4854,0.3445
179476,0.4763,0.3027
179851,0.4706,0.2089
180026,0.4889,0.7517
180701,0.4984,0.8404
181201,0.4897,0.7401
181376,0.4736,0.4917
