t,x,y
307581,0.5149,0.381
307858,0.4934,0.3241
308191,0.5362,0.3211
308399,0.562,0.3209
308549,0.5847,0.3294
308774,0.4194,0.2542
308933,0.345,0.2349
309116,0.4004,0.2327
309299,0.4421,0.2396
309608,0.512,0.243
309891,0.4269,0.2351
310208,0.5311,0.232
310541,0.4988,0.2338
310799,0.5806,0.2263
311158,0.6177,0.2833
311416,0.6539,0.2871
311599,0.6926,0.2863
311799,0.5083,0.3002
311974,0.4906,0.2969
312191,0.5215,0.2959
312399,0.5673,0.3002
312674,0.5872,0.3048
312866,0.5484,0.4557
313158,0.5598,0.4397
313399,0.5323,0.4883
313683,0.514,0.503
314133,0.5872,0.6854
314333,0.5857,0.6606
314708,0.4275,0.4084
314941,0.4484,0.3957
315116,0.4466,0.3564
315299,0.5347,0.3318
315433,0.5758,0.3028
315616,0.5945,0.2885
315799,0.5683,0.2863
316083,0.5352,0.3421
316275,0.5359,0.2925
316491,0.519,0.2952
316658,0.4977,0.2939
316850,0.6504,0.2829
317233,0.4964,0.3025
317366,0.4816,0.298
317591,0.5131,0.2986
317758,0.5905,0.6648
318050,0.5555,0.5472
318291,0.4396,0.3713
318458,0.4234,0.3741
318666,0.5083,0.3407
318850,0.5521,0.3392
318966,0.5848,0.3418
319183,0.5997,0.3552
319375,0.5643,0.5615
319691,0.5403,0.5157
319983,0.5136,0.5147
320133,0.509,0.7863
321605,0.5148,0.8264
322000,0.5186,0.4136
322408,0.4512,0.3414
322575,0.4133,0.2699
322966,0.357,0.2791
323216,0.3322,0.2466
323466,0.3532,0.2491
324108,0.3601,0.3253
324275,0.348,0.3181
326466,0.3036,0.4552
326700,0.3378,0.3442
326925,0.3271,0.3065
328441,0.2445,0.3499
328633,0.3572,0.2741
328813,0.3382,0.3023
329300,0.229,0.1941
329500,0.358,0.2976
329716,0.1019,0.2059
329908,0.0768,0.1541
330258,0.3689,0.243
330475,0.3515,0.2419
330675,0.363,0.2556
331025,0.3512,0.248
331141,0.3311,0.2464
331683,0.3643,0.2526
