t,x,y
108309,0.4754,0.2607
108414,0.4735,0.2364
108598,0.4454,0.1817
108798,0.4189,0.172
109039,0.3544,0.1399
109156,0.3351,0.1485
109373,0.386,0.1568
109606,0.4437,0.1617
109948,0.4303,0.1668
110131,0.4762,0.1708
110356,0.5268,0.1663
110639,0.5779,0.1655
110873,0.5925,0.11
111064,0.6296,0.102
111398,0.4291,0.1665
111589,0.4181,0.1685
111839,0.4536,0.1654
112348,0.5079,0.1606
112781,0.5308,0.1246
112989,0.4436,0.5592
113206,0.4196,0.5757
113523,0.4819,0.581
113723,0.4801,0.4217
113998,0.5337,0.3368
114431,0.5244,0.508
114623,0.5131,0.5271
114873,0.4633,0.4224
115139,0.4623,0.4013
115481,0.4472,0.405
115981,0.4851,0.5598
116131,0.4806,0.506
116298,0.468,0.5397
116573,0.4658,0.7765
116706,0.4916,0.7868
116931,0.492,0.7132
117164,0.4914,0.676
117814,0.4943,0.8839
118131,0.4858,0.6575
118639,0.6644,0.6454
118789,0.5013,0.9075
119423,0.4599,0.7087
