t,x,y
318013,0.4948,0.6567
318325,0.5101,0.2878
318542,0.5084,0.2365
318850,0.3548,0.2284
319084,0.4311,0.2384
319434,0.3855,0.2369
319642,0.342,0.237
319867,0.4492,0.2399
320167,0.5794,0.2319
320600,0.4988,0.2345
320850,0.4685,0.2392
321109,0.559,0.2379
321359,0.5247,0.2484
321542,0.4428,0.2557
321834,0.632,0.1827
322100,0.6613,0.1846
322284,0.4992,0.1901
322567,0.419,0.1976
322967,0.5355,0.1981
323234,0.6033,0.1913
323867,0.5647,0.1898
324184,0.4879,0.2549
324542,0.524,0.2492
324800,0.4642,0.2813
325017,0.5633,0.2713
325289,0.4949,0.4003
325517,0.4235,0.452
325689,0.5756,0.6174
325897,0.5605,0.6328
326084,0.4944,0.7438
326317,0.4946,0.7198
326584,0.4923,0.673
326892,0.5041,0.7217
327675,0.5006,0.465
328075,0.5333,0.6709
328325,0.5038,0.7016
328534,0.5179,0.7254
328734,0.6842,0.6547
329117,0.4018,0.3265
329309,0.3474,0.2884
329513,0.3377,0.2236
329892,0.3485,0.2421
330242,0.3589,0.2031
330534,0.3562,0.2379
330950,0.342,0.2498
331100,0.3658,0.2006
332167,0.2397,0.242
332392,0.3416,0.2161
