answers,background,city_left,city_right,legend,question,seoul,y_axis,Participant,Question
0,1,0,2,1,0,0,0,Participant10,7
1,0,3,2,1,0,1,1,Participant10,7
0,3,0,2,1,0,1,0,Participant10,7
0,2,2,0,0,1,3,1,Participant10,7
1,2,0,0,0,0,0,0,Participant10,7
0,0,0,1,0,0,0,0,Participant10,7
1,0,2,2,0,0,0,0,Participant10,7
0,1,0,1,0,0,0,0,Participant10,7
