t,x,y
296347,0.4991,0.6878
296692,0.5043,0.391
296934,0.5283,0.27
297242,0.4478,0.2505
297409,0.4472,0.2298
297625,0.3568,0.2275
297867,0.4546,0.2377
298284,0.4085,0.2398
298642,0.499,0.2407
298967,0.4886,0.2374
299217,0.5392,0.237
299575,0.5716,0.236
299842,0.6646,0.1877
300192,0.6832,0.1807
300467,0.6255,0.1901
300942,0.6503,0.1925
301200,0.5974,0.1915
301425,0.5621,0.1912
301700,0.5877,0.1974
301900,0.6136,0.1924
302167,0.6434,0.1898
302459,0.5126,0.2159
302825,0.4982,0.3331
303000,0.6464,0.291
303817,0.4337,0.3466
304117,0.4474,0.3307
304417,0.4895,0.3885
304609,0.5465,0.5821
304800,0.5127,0.6965
305033,0.5153,0.6754
305317,0.446,0.3668
305634,0.5394,0.3108
305950,0.5199,0.3668
306505,0.5113,0.4133
306841,0.481,0.636
307009,0.5037,0.7152
307675,0.3997,0.4125
307900,0.3912,0.3801
308142,0.6544,0.3033
308859,0.5705,0.3018
309134,0.5001,0.2454
309442,0.646,0.2916
309809,0.5195,0.3265
310084,0.5002,0.3985
310317,0.4756,0.3576
310717,0.5356,0.2069
310950,0.577,0.1752
311134,0.6361,0.1586
311392,0.4495,0.1706
312000,0.6915,0.1216
312275,0.5191,0.1986
312542,0.5764,0.1991
312775,0.4947,0.2033
313009,0.4641,0.3659
313159,0.4309,0.3713
313550,0.4452,0.4242
313925,0.4254,0.4474
314300,0.4261,0.4766
314667,0.5099,0.7098
314859,0.5154,0.6864
315259,0.5304,0.6612
315750,0.5153,0.8106
316065,0.6562,0.393
316192,0.6476,0.3027
316575,0.5255,0.3677
316817,0.5076,0.771
316975,0.525,0.7263
317125,0.5228,0.6985
317425,0.6858,0.6382
317850,0.4948,0.6567
