t,x,y
77468,0.5918,0.4436
77782,0.5571,0.3463
77998,0.4525,0.2934
78132,0.4096,0.2386
78240,0.4051,0.2168
78340,0.4279,0.1993
78448,0.4561,0.2006
78590,0.4885,0.1992
78782,0.5147,0.1998
78965,0.5386,0.1977
79232,0.5708,0.1928
79498,0.61,0.1909
79815,0.3758,0.1345
80065,0.4093,0.1349
80215,0.4367,0.1355
80640,0.4516,0.1349
80873,0.4132,0.1369
81098,0.4241,0.1349
81365,0.4477,0.1355
81548,0.4775,0.1358
81657,0.5049,0.1363
81848,0.5394,0.1373
82040,0.5526,0.1372
82307,0.5917,0.1381
82632,0.6286,0.1354
82840,0.4099,0.1434
82957,0.3779,0.1399
83123,0.4085,0.1375
83282,0.4372,0.1352
83407,0.4724,0.1363
83590,0.494,0.1374
83757,0.5114,0.1413
83948,0.5379,0.1414
84257,0.478,0.2619
84607,0.4019,0.2472
85454,0.4224,0.4049
85607,0.4208,0.4795
85732,0.4148,0.587
85882,0.4056,0.5702
85998,0.496,0.7102
86265,0.5112,0.452
86382,0.5748,0.4177
86515,0.5857,0.3768
86648,0.5553,0.3746
87022,0.5582,0.2572
87390,0.5503,0.3385
87665,0.56,0.2249
87894,0.5591,0.2591
88098,0.5559,0.3116
88257,0.6015,0.3147
88507,0.559,0.2301
88982,0.5463,0.5251
89190,0.4889,0.772
89414,0.4973,0.7318
90215,0.486,0.7083
90765,0.4933,0.8105
91557,0.4465,0.3646
92148,0.5007,0.7476
92407,0.6328,0.7493
92598,0.5055,0.7065
92765,0.6484,0.7308
92982,0.4968,0.756
93607,0.4804,0.2561
93940,0.5594,0.2405
94507,0.5085,0.2277
