t,x,y
139681,0.521,0.7577
139919,0.474,0.3304
140109,0.4592,0.2303
140402,0.3895,0.1717
140827,0.4493,0.1928
141285,0.4792,0.1977
141519,0.4494,0.1963
141711,0.5444,0.1965
141941,0.396,0.1855
142361,0.4657,0.2005
142752,0.5493,0.1925
143052,0.6151,0.183
143361,0.5628,0.5521
143502,0.5277,0.6218
143702,0.5889,0.5834
144052,0.5069,0.4112
144294,0.4782,0.2622
144577,0.4956,0.5947
144769,0.4828,0.5988
144911,0.4961,0.7333
145111,0.4965,0.6765
145319,0.4926,0.6546
145511,0.4915,0.6855
145986,0.461,0.3398
146369,0.4945,0.7401
146569,0.4889,0.7705
146861,0.4904,0.7314
147144,0.4951,0.7722
147636,0.4609,0.3776
147893,0.4796,0.5804
148236,0.5146,0.8107
148361,0.506,0.7619
148702,0.4969,0.8016
148961,0.5051,0.7767
149227,0.5095,0.8494
149669,0.5298,0.8515
150144,0.4661,0.3914
150494,0.4299,0.466
