t,x,y
138950,0.4706,0.3464
139216,0.4394,0.221
139358,0.3937,0.2139
139491,0.3783,0.203
139666,0.4385,0.1935
140000,0.4785,0.1895
140191,0.5134,0.1935
140391,0.5589,0.1892
140625,0.5815,0.1933
140833,0.5181,0.3246
141108,0.4234,0.2315
141258,0.4073,0.2128
141383,0.3861,0.2059
141650,0.4351,0.2013
141925,0.4565,0.425
142091,0.4872,0.4108
142538,0.4878,0.7959
142916,0.4825,0.7204
143200,0.4747,0.7102
143391,0.4805,0.8255
143616,0.4887,0.6705
143800,0.5054,0.4122
144041,0.5643,0.3564
144166,0.5782,0.3399
144658,0.5073,0.2878
144900,0.3812,0.3276
145133,0.5452,0.6203
145391,0.4683,0.6137
145608,0.4939,0.6274
145883,0.5644,0.3785
146050,0.5689,0.3442
146450,0.5351,0.6985
146641,0.4873,0.7046
147274,0.5314,0.721
147741,0.5568,0.3896
147922,0.5685,0.3581
148291,0.505,0.7364
148691,0.4999,0.9627
148791,0.4945,0.9125
148941,0.4964,0.8867
149183,0.5331,0.544
149666,0.491,0.7182
