t,x,y
191993,0.4764,0.305
192302,0.4786,0.3792
192477,0.4331,0.2029
192616,0.381,0.1629
192743,0.3693,0.1706
193018,0.4104,0.166
193256,0.4879,0.1724
193643,0.5137,0.1781
193816,0.4934,0.1766
193993,0.5351,0.1668
194232,0.5827,0.1584
194493,0.6128,0.1622
194727,0.5691,0.1582
195060,0.5947,0.1343
195260,0.625,0.158
195448,0.6499,0.1539
195777,0.5089,0.201
196018,0.5001,0.215
196385,0.4831,0.3328
196640,0.4591,0.1824
196918,0.4044,0.164
197077,0.3715,0.1651
197302,0.3998,0.1594
197527,0.4397,0.1731
198160,0.4641,0.1719
198385,0.4989,0.1717
198640,0.5381,0.1651
198893,0.5718,0.171
199143,0.6064,0.1718
199402,0.6467,0.1623
199864,0.5167,0.2094
200093,0.4967,0.2095
200248,0.4377,0.2365
200424,0.4243,0.238
200652,0.4638,0.2279
200810,0.5123,0.2296
201010,0.5608,0.2283
201285,0.5161,0.2275
201485,0.5528,0.2288
201685,0.4997,0.3218
201792,0.5449,0.4061
202043,0.52,0.5577
202160,0.5281,0.5363
202602,0.5485,0.3971
202843,0.4953,0.3456
202977,0.557,0.189
203135,0.5705,0.1639
203302,0.6128,0.1684
203577,0.5204,0.5604
203768,0.4839,0.5228
204027,0.5105,0.4922
204335,0.5177,0.4657
204560,0.4982,0.8001
204710,0.4948,0.7173
204902,0.4988,0.6808
205144,0.4839,0.4284
205335,0.5283,0.3881
205544,0.5096,0.364
205819,0.5058,0.4272
206085,0.4772,0.4035
206477,0.498,0.4628
206769,0.4954,0.3948
206944,0.5033,0.4879
207519,0.5132,0.4358
207902,0.5427,0.3943
208432,0.5175,0.4891
208777,0.5415,0.4931
209102,0.5081,0.5012
209477,0.4895,0.8102
209685,0.4923,0.7892
209852,0.4889,0.768
210002,0.4921,0.7068
210293,0.4896,0.6882
210485,0.4962,0.7341
210910,0.4904,0.8239
211027,0.4935,0.8057
211468,0.4919,0.772
211785,0.4923,0.8027
211960,0.5404,0.4812
212352,0.5381,0.4073
212568,0.5134,0.555
212777,0.4851,0.5342
213185,0.5241,0.5323
213610,0.5235,0.4762
214110,0.5202,0.3876
214335,0.5206,0.4817
214685,0.5504,0.495
214860,0.5045,0.7958
215035,0.4876,0.8143
215243,0.4959,0.6853
215402,0.5669,0.2694
215527,0.605,0.1954
215643,0.591,0.1986
215877,0.5937,0.1784
216035,0.507,0.2075
216393,0.4915,0.2285
216535,0.4612,0.2329
216785,0.4996,0.8726
216918,0.496,0.8232
217277,0.4924,0.6826
