answers,background,city_left,city_right,legend,question,seoul,y_axis,Participant,Question
0,2,0,0,0,0,0,0,Participant1,7
1,0,3,1,0,0,1,3,Participant1,7
0,3,0,0,0,0,1,1,Participant1,7
0,0,1,0,0,1,1,0,Participant1,7
0,0,0,0,0,2,0,0,Participant1,7
0,0,0,1,2,0,0,0,Participant1,7
0,2,1,1,0,0,0,0,Participant1,7
1,1,0,0,0,0,1,0,Participant1,7
