t,x,y
208947,0.5271,0.7856
209150,0.5158,0.4515
209342,0.4613,0.1991
209517,0.4616,0.2231
209675,0.3939,0.1932
210133,0.3754,0.2293
210392,0.4059,0.1839
210608,0.4032,0.1615
210817,0.3829,0.1522
211075,0.4751,0.2594
211417,0.5145,0.2143
211608,0.5535,0.1349
212658,0.634,0.22
213100,0.4443,0.1698
213233,0.3826,0.1951
213475,0.407,0.1831
213650,0.4378,0.1666
213883,0.4802,0.1222
214192,0.5285,0.1324
214442,0.554,0.121
215367,0.4578,0.1461
215883,0.4899,0.3518
216375,0.4219,0.3803
216859,0.417,0.3536
217125,0.4214,0.5071
217692,0.5035,0.5588
217925,0.6208,0.427
218267,0.5872,0.4187
219309,0.5602,0.4884
219625,0.4911,0.3808
219859,0.4705,0.3504
220042,0.4101,0.4734
220384,0.5092,0.4184
220609,0.379,0.3317
220925,0.3969,0.3632
221325,0.5096,0.8574
221475,0.5331,0.8024
221634,0.5394,0.7777
222217,0.5775,0.0772
222634,0.6328,0.1015
222923,0.4282,0.1326
223234,0.4733,0.1117
223617,0.5276,0.8603
223950,0.5337,0.7679
224323,0.4867,0.5329
