t,x,y
227286,0.4833,0.8569
227410,0.4808,0.8131
227594,0.5067,0.3792
227802,0.4655,0.2459
228052,0.3985,0.1646
228258,0.3476,0.1742
228527,0.4372,0.1793
228827,0.5019,0.1879
229385,0.5593,0.1799
229619,0.6049,0.1761
229777,0.6479,0.1742
229994,0.4181,0.2014
230194,0.359,0.2025
230527,0.3978,0.1956
230802,0.4604,0.195
231102,0.5003,0.1921
231369,0.5281,0.1978
231585,0.6012,0.2006
231952,0.4116,0.4035
232127,0.3586,0.3722
232352,0.5237,0.4227
232660,0.5004,0.2169
232827,0.5057,0.1855
233144,0.6434,0.1717
233385,0.3675,0.3607
233627,0.3755,0.3051
233810,0.4604,0.3227
234060,0.4993,0.2429
234227,0.5053,0.196
234485,0.6441,0.1715
234710,0.5437,0.1769
235002,0.3499,0.2018
235219,0.4337,0.1986
235544,0.3791,0.1678
235794,0.4253,0.1678
236077,0.4194,0.319
236444,0.3481,0.3499
236627,0.3616,0.361
236944,0.5367,0.432
237477,0.492,0.8117
237594,0.4932,0.7566
238027,0.4972,0.7297
238727,0.5362,0.2886
238852,0.5643,0.2354
239027,0.5925,0.198
239244,0.4866,0.8023
239927,0.4923,0.7381
240552,0.5014,0.8922
240819,0.4889,0.5038
