t,x,y
260516,0.4883,0.4097
260785,0.4975,0.2804
260969,0.5137,0.2349
261177,0.4589,0.2376
261360,0.3989,0.1884
261660,0.4461,0.1844
261885,0.489,0.1888
262144,0.5881,0.1888
262410,0.5692,0.1903
262894,0.4756,0.2795
263052,0.5172,0.2786
263277,0.4134,0.1819
263560,0.4604,0.1844
263785,0.4792,0.443
263985,0.4826,0.4078
264244,0.369,0.1813
264594,0.4276,0.1748
264835,0.5424,0.1794
265044,0.6345,0.3325
265235,0.646,0.4419
266652,0.3267,0.4445
266919,0.3202,0.3589
267194,0.3168,0.4379
267644,0.5065,0.6609
267927,0.5328,0.6406
268235,0.4967,0.6483
268510,0.4586,0.2141
268702,0.4894,0.1786
268960,0.5772,0.181
269469,0.5309,0.6504
269744,0.4904,0.646
270077,0.4216,0.1829
270352,0.4689,0.1743
270619,0.5926,0.3502
270810,0.6037,0.3251
271185,0.533,0.6125
271394,0.481,0.8108
271710,0.4785,0.8689
271842,0.4855,0.7411
272094,0.5359,0.7406
272477,0.6125,0.4132
273952,0.593,0.3534
274477,0.5189,0.2088
274760,0.5117,0.3156
274944,0.4932,0.6746
275219,0.5443,0.6469
275469,0.5067,0.2097
275694,0.5634,0.1856
275894,0.5828,0.1884
276110,0.4871,0.2484
276377,0.4544,0.2409
276727,0.5517,0.238
276890,0.4308,0.1846
277169,0.4688,0.1958
277577,0.4974,0.9397
277769,0.5067,0.5061
277944,0.5818,0.3637
278194,0.5086,0.632
278677,0.5944,0.597
278944,0.6011,0.3367
279210,0.4097,0.6157
279569,0.502,0.7204
279794,0.495,0.7622
280019,0.6855,0.7638
280277,0.4744,0.7349
280502,0.6314,0.3704
280694,0.5996,0.3407
