t,x,y
134799,0.5455,0.4111
134902,0.4069,0.3585
135209,0.4799,0.3482
135344,0.4681,0.1832
135586,0.3908,0.1338
135786,0.3747,0.1355
135961,0.4202,0.1357
136244,0.4497,0.1422
136536,0.4303,0.1339
136819,0.4485,0.1359
137336,0.4021,0.1345
137661,0.4807,0.1308
137969,0.5026,0.1314
138152,0.5392,0.1328
138561,0.562,0.1315
138769,0.5983,0.1219
139052,0.6392,0.1197
139286,0.4908,0.1474
139494,0.5086,0.1599
140152,0.3946,0.1332
140361,0.4292,0.1309
140561,0.5078,0.653
140711,0.506,0.6903
140877,0.5021,0.411
141102,0.5464,0.3893
141444,0.4843,0.3564
141609,0.4567,0.2141
141877,0.4314,0.1815
142086,0.4446,0.1962
142193,0.5072,0.2146
142469,0.5644,0.2218
142661,0.4604,0.3882
142985,0.4788,0.5211
143177,0.5301,0.5225
143744,0.5071,0.6884
144036,0.529,0.4979
144394,0.4915,0.3783
144594,0.5222,0.499
145244,0.5172,0.5685
145386,0.4875,0.5339
145877,0.5013,0.381
146069,0.5522,0.3898
146352,0.542,0.3935
146794,0.5195,0.4138
147169,0.5416,0.4927
147611,0.5158,0.4471
148019,0.6568,0.1237
148302,0.5325,0.4962
148494,0.5587,0.4033
148836,0.5535,0.3797
149044,0.5343,0.5164
149486,0.5124,0.7543
149669,0.5025,0.7429
149861,0.4985,0.796
150452,0.5015,0.841
150836,0.5126,0.5008
151077,0.5242,0.527
151352,0.6581,0.0901
151802,0.5253,0.7533
151986,0.529,0.5353
152536,0.5354,0.5206
153127,0.507,0.8104
153894,0.5033,0.769
154227,0.5015,0.7422
154361,0.506,0.7656
154694,0.5438,0.4582
154977,0.6527,0.069
155294,0.5222,0.7532
155461,0.5015,0.7628
155861,0.5036,0.7675
156027,0.5066,0.7333
156344,0.5063,0.7753
156727,0.5093,0.8972
157136,0.5201,0.511
157361,0.5358,0.5342
157919,0.4983,0.8592
158252,0.5093,0.83
158586,0.508,0.8776
159511,0.6488,0.1582
159677,0.6645,0.1023
